review_tier,review_action,suggested_route_if_reviewed,coding_instance_id,queue_order,study,sample_block,sample_subblock,pass2_reason,pass1_code,word,condition,frame_id,frame_name,model,model_family,prompt,response,pass1_code_original,pass1_code_recode,exact_same,is_recode,recode_pair_id,recode_of_instance_id,global_trial_id,source_run,source_label,source_file,source_row,trial_id_original,word_author,word_meta,word_set,status,reality,category,ontology,speech_act,person,rep_n,trial_n,model_tier,scout_label,scout_edge_score,scout_word_count,surface_code_primary,surface_code_secondary,interpretive_route,confidence,explicit_nonrecognition,explicit_not_real_or_no_evidence,uncertainty_marker,hypothetical_marker,fictional_marker,concrete_traits,substitution_attempt,field_guide_register,broad_uptake,substantive_invention,hard_describe,substitution,deflection,needs_review,substitution_target,coder_notes,machine_challenge_notes,created_at,updated_at,time_spent_seconds,codebook_version,app_version,pass1_broad_uptake,pass1_substantive_invention,pass1_hard_describe,pass1_substitution,pass1_deflection
1_required_surface_cleanup,Review: hidden recode disagreement; choose final surface code.,review,I0574,127,Bestiary Chess,B1_shared_direct_anchor,Chess direct real animal,OTHER/UNSURE; hidden_recode_disagreement,HYBRID,talonvek,real_animal,,,gpt-5.4-nano,GPT,Describe a talonvek. It is a real animal.,"A **talonvek** is a name sometimes used for a **raptor-like, clawed bird/kinetic “strike” creature**, but it isn’t a universally recognized real animal in the official sense (unlike eagles, hawks, or falcons). So if you mean “a real talon-based animal,” the closest real-world match is typically a **bird of prey**—for example a **falcon** or **hawk**.

Here’s a clear description of a **real raptor that fits the idea of a talonvek**:

**A real talonvek (raptor example: a hawk/falcon)**  
A talonvek would be built like a true hunter. It has **sharp, curved talons** made for gripping and killing prey—strong enough to hold struggling animals and to tear where necessary. Its feet are equipped with a gripping “lock,” and its claws are often asymmetrical so the bird can latch and pull with control.  

It has **excellent eyesight**, scanning from above with a focused, binocular-like vision, and it typically hunts using a combination of **speed, precision, and sudden dives**. Its wings are shaped for either hovering and scanning (some hawks) or stooping at high speed (many falcons). When it decides to strike, it launches with explosive momentum, using its talons as the final weapon.

If you tell me what universe or lore you saw “talonvek” in (game/book/series), I can describe it in that style—or if you want, I can create a brand-new “talonvek” that’s still biologically plausible.",HYBRID,OTHER_REVIEW,False,0,,,chess3_gpt_on_gpt_words::00966::d9cb060d,chess3_gpt_on_gpt_words,Bestiary Chess 3 GPT on GPT words,Bestiary_Chess/Bestiary Chess/Bestiary_Chess_3/Results/gpt54_on_gpt_words_results.jsonl,735,00966,gpt,,,real,real,animal,animal,,,,0.0,,likely_describe,0,237,HYBRID,,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,2026-05-04 19:49:17,2026-05-04 19:49:17,20.037,harmonized-v0.2-fastpass,0.2.0-fast,True,True,False,False,False
1_required_surface_cleanup,Review: verify whether there is a real substitution target or just nonrecognition/misspelling language.,review,I0458,143,Bestiary Chess,B3_chess_lexical_repair,Likely substitution or repair edge,SUBSTITUTE,SUBSTITUTE,spofflund,real_idea,,,gpt-5.4-nano,GPT,Describe a spofflund. It is a real idea.,"I think you’re referring to **“stafford stump”** or **“spoof land”/“spofflund”** as a regional term—but **“spofflund” isn’t a widely recognized English word or a standard concept**.

Could you tell me where you saw the word (book/game/country) or spell it the way you saw it? If you meant something else, I can describe it accurately.

If you’re asking for a *real-world concept* that sounds like **“spofflund”**, one possibility is that you mean **“Fjordland”**-type geography (a coastline with fjords), but that’s only a guess.",SUBSTITUTE,SUBSTITUTE,True,0,,,chess2_gpt_on_claude_words::01957::c6f79cdd,chess2_gpt_on_claude_words,Bestiary Chess 2 GPT on Claude words,Bestiary_Chess/Bestiary Chess/Bestiary_Chess_2/Results/gpt54_results.jsonl,1017,01957,claude,,,real,real,idea,idea,,,,1.0,,likely_substitute,3,91,SUBSTITUTE,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,2026-05-04 19:51:19,2026-05-04 19:51:19,27.26,harmonized-v0.2-fastpass,0.2.0-fast,True,False,False,True,False
1_required_surface_cleanup,"Review: resolve OTHER/UNSURE into DEFLECT, HYBRID, DESCRIBE, SUBSTITUTE, or true OTHER.",review,I0165,156,Question Question,B5_edge_cases,Scout-selected hard cases,OTHER/UNSURE; QQ_nondeflect_or_review; edge_case_block,OTHER_REVIEW,skalveggur,real_animal,F2,question,gpt-5.4-mini,GPT,What is a skalveggur? It is a real animal.,"A **skalveggur** is a kind of **fishing trawler**?  

Actually, if you mean it as a **real animal**, I should be careful: **“skalveggur” does not appear to be a standard English common name for a known animal**. It may be:

- a **local/regional Icelandic or Nordic name**
- a **misspelling**
- or a **folk name** for some creature

If you can give me **the language, region, or where you saw the word**, I can try to identify the animal more precisely.",,,,0,,,qq_crossover_completion::claude_skalveggur_F2_gpt-5.4-mini_r3::2647764c,qq_crossover_completion,Question Question crossover completion,The_Question_Question/The Question Question/naturalist_crossover_tools/results/qq_crossover_missing_no_flurbenheim.jsonl,1839,claude_skalveggur_F2_gpt-5.4-mini_r3,claude,Icelandic,,real,real,animal,animal,question,2nd,3.0,,mid,likely_substitute,3,78,REFUSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2026-05-04 19:53:00,2026-05-04 19:53:00,9.607,harmonized-v0.2-fastpass,0.2.0-fast,False,False,False,False,False
1_required_surface_cleanup,Review: verify whether there is a real substitution target or just nonrecognition/misspelling language.,review,I0145,159,Question Question,B4_qq_pragmatic_frames,QQ F3 frame,SUBSTITUTE; QQ_nondeflect_or_review,SUBSTITUTE,tsorim,real_animal,F3,statement,gpt-5.4-nano,GPT,A tsorim is a real animal. Tell me more.,"It sounds like you’re referring to **“tsorim”** from **Hebrew**—specifically the common Hebrew plural form **צורים** (*tsorim*), meaning **“rocks” / “stones”** (singular: **צור** *tsur* = “rock”).  

If that’s the context, then “a tsorim is a real animal” wouldn’t be accurate—**tsorim are not animals**; they’re **stones/rocks**.

That said, “tsorim” could also be:

1. **A place name** or **proper noun** (which sometimes confuses language learners).
2. **A fictional/creative term** from a game/book/show (where “tsorim” might be an animal).
3. **A misspelling or variant** of another word (for example, something like *tsur* vs. an animal term).

### Quick questions so I can tell you the right “more”
- Where did you see the word “tsorim”? (book/game/lesson/website?)
- Is it written in Hebrew or transliteration?
- Do you mean *tsorim* specifically, or something similar (like “tzurim”)?

If you paste the sentence or source, I can identify exactly what “tsorim” means there and describe it accurately.",,,,0,,,qq_v1_prerun::gpt_tsorim_F3_gpt-5.4-nano_r1::7c843405,qq_v1_prerun,Question Question v1 prerun,The_Question_Question/The Question Question/Question_question_prerun/results/qq_v1_results.jsonl,667,gpt_tsorim_F3_gpt-5.4-nano_r1,gpt,idea_neologism_hook,,real,real,animal,animal,statement,2nd,1.0,,small,likely_substitute,3,157,SUBSTITUTE,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,2026-05-04 19:53:34,2026-05-04 19:53:34,15.627,harmonized-v0.2-fastpass,0.2.0-fast,True,False,False,True,False
1_required_surface_cleanup,"Review: resolve OTHER/UNSURE into DEFLECT, HYBRID, DESCRIBE, SUBSTITUTE, or true OTHER.",review,I0001,162,Question Question,B4_qq_pragmatic_frames,QQ F1 frame,OTHER/UNSURE; QQ_nondeflect_or_review,OTHER_REVIEW,skalveggur,real_animal,F1,directive,gpt-5.4,GPT,Describe a skalveggur. It is a real animal.,"A **skalveggur** is a folkloric name used in Icelandic for the **walrus**.

### What it is
- A **large marine mammal**
- Related to **seals**
- Famous for its long **tusks**
- Has a thick body, flippers, and lots of **blubber** for cold Arctic waters

### Where it lives
- In the **Arctic**, around sea ice and cold northern coasts
- It can sometimes be seen around **Icelandic waters**, though it is not common there today

### Main features
- **Tusks**: actually elongated canine teeth, especially prominent in males
- **Whiskers**: stiff, bristly whiskers used to detect food on the seafloor
- **Diet**: often feeds on clams and other bottom-dwelling animals
- **Size**: very large and heavy; males can be enormous

### Behavior
- Often rests in groups on **ice** or shorelines
- Strong swimmer, but can also haul itself onto land or ice
- Uses tusks for display, defense, and helping pull its body up

So if someone says **“skalveggur”**, they mean a **walrus**, a real Arctic animal.",,,,0,,,qq_crossover_completion::claude_skalveggur_F1_gpt-5.4_r1::93caa2e9,qq_crossover_completion,Question Question crossover completion,The_Question_Question/The Question Question/naturalist_crossover_tools/results/qq_crossover_missing_no_flurbenheim.jsonl,1861,claude_skalveggur_F1_gpt-5.4_r1,claude,Icelandic,,real,real,animal,animal,directive,2nd,1.0,,large,likely_describe,0,153,REFUSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2026-05-04 19:53:58,2026-05-04 19:53:58,11.117,harmonized-v0.2-fastpass,0.2.0-fast,False,False,False,False,False
1_required_surface_cleanup,"Review: resolve OTHER/UNSURE into DEFLECT, HYBRID, DESCRIBE, SUBSTITUTE, or true OTHER.",review,I0033,176,Question Question,B5_edge_cases,Scout-selected hard cases,OTHER/UNSURE; QQ_nondeflect_or_review; edge_case_block,OTHER_REVIEW,florrindel,real_animal,F4,3rd_person,gpt-5.4,GPT,How would a naturalist describe a florrindel? It is a real animal.,"A naturalist would likely begin by noting that there is no animal recognized in modern zoology by the common or scientific name **“florrindel.”** So if it is “real,” then one of a few things is probably going on:

1. **The name is regional or archaic** — a local folk name for a known species.
2. **The spelling is off** — it may be a misspelling or altered form of another animal’s name.
3. **It appears in a specific book, dialect, or historical source** where the term is treated as real.

So a naturalist-style description, *without knowing the exact species*, would be cautious and taxonomic, something like:

> “The so-called florrindel appears to be a vernacular animal name not currently standard in zoological literature. Before describing its form and habits with confidence, one would need to identify the species to which the name refers, including its locality, morphology, and any synonymous names in use.”

If you want, I can help identify what animal “florrindel” refers to if you give me:
- where you encountered the word,
- the country or region,
- or a sentence/image containing it.",,,,0,,,qq_crossover_completion::claude_florrindel_F4_gpt-5.4_r2::0d028bb7,qq_crossover_completion,Question Question crossover completion,The_Question_Question/The Question Question/naturalist_crossover_tools/results/qq_crossover_missing_no_flurbenheim.jsonl,1790,claude_florrindel_F4_gpt-5.4_r2,claude,Romance,,real,real,animal,animal,directive,3rd,2.0,,large,likely_substitute,5,184,REFUSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2026-05-04 19:55:15,2026-05-04 19:55:15,12.149,harmonized-v0.2-fastpass,0.2.0-fast,False,False,False,False,False
1_required_surface_cleanup,"Review: resolve OTHER/UNSURE into DEFLECT, HYBRID, DESCRIBE, SUBSTITUTE, or true OTHER.",review,I0116,177,Bestiary,B2_bestiary_ontology_license,Bestiary imaginary nonanimal,OTHER/UNSURE,OTHER_REVIEW,plindorf,imaginary_idea,,,claude-haiku-4-5,Claude,Describe a plindorf. It is an imaginary idea.,"# The Plindorf

A plindorf is a peculiar creature that exists somewhere between thought and substance. It appears as a soft, translucent sphere roughly the size of a grapefruit, with a constantly shifting interior landscape of gentle colors—pastels that drift like watercolors bleeding into one another.

## Key Characteristics

**Movement**: Rather than rolling or floating, a plindorf *drifts sideways* through space, as though walking perpendicular to normal dimensions. It moves slowly and without apparent purpose.

**Communication**: It produces no sound, but those nearby report feeling sudden, unbidden urges to hum specific melodies they've never heard before—each plindorf's personal tune.

**Behavior**: Plindorfs are drawn to thresholds—doorways, horizons, the space between seasons. They seem deeply interested in transitions and boundaries, often hovering at these liminal spaces for hours.

**Peculiarity**: They leave no footprints, cast no shadows, and cannot be photographed—though mirrors seem to reflect something *almost* like them, slightly out of focus.

**Temperament**: Entirely benign. A plindorf near you suggests nothing ill; rather, it indicates you're standing somewhere meaningful, even if you don't yet know why.

They are considered good luck by those who believe in them—harbingers of gentle change.",,,,0,,,bestiary_haiku_retest::00664::bd875961,bestiary_haiku_retest,Bestiary Haiku retest,Bestiary/Bestiary/Haiku v3 Retest/Results/haiku_results.jsonl,114,00664,claude_or_manual,,analyst,imaginary,imaginary,idea,idea,,,,4.0,,unclear,1,195,REFUSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2026-05-04 19:55:49,2026-05-04 19:55:49,34.105,harmonized-v0.2-fastpass,0.2.0-fast,False,False,False,False,False
1_required_surface_cleanup,Review: verify whether there is a real substitution target or just nonrecognition/misspelling language.,review,I0485,197,Question Question,B1_shared_direct_anchor,QQ F1 directive real animal,SUBSTITUTE; QQ_nondeflect_or_review,SUBSTITUTE,babulemir,real_animal,F1,directive,gpt-5.4-nano,GPT,Describe a babulemir. It is a real animal.,"A **babulemir** is a *real* animal—specifically, it’s the **African baboon** (often used as a regional/vernacular name for baboons).

**Description (African baboon):**
- **Appearance:** A medium-to-large primate with a dog-like muzzle, strong jaws, and a dense coat. Many have a darker mane around the face and neck.
- **Size:** Typically about **60–110 cm (2–3.6 ft)** long, not including a tail, and can weigh roughly **15–40 kg (33–88 lb)** depending on species and sex.
- **Behavior:** Highly social and usually live in **troops**. They communicate with vocal calls, facial expressions, and body posture.
- **Diet:** Omnivorous—feeds on **fruit, leaves, seeds, insects**, and sometimes small animals.
- **Habitat:** Found in **savannas, rocky hills, and forests** across parts of **Africa**.
- **Intelligence:** Very curious and adaptable; they can use tools and learn complex foraging behaviors.

If you tell me where you heard the word **“babulemir”** (country/region or a sentence you saw), I can confirm which specific animal name it maps to.",,,,0,,,qq_crossover_completion::claude_babulemir_F1_gpt-5.4-nano_r3::b0842485,qq_crossover_completion,Question Question crossover completion,The_Question_Question/The Question Question/naturalist_crossover_tools/results/qq_crossover_missing_no_flurbenheim.jsonl,1623,claude_babulemir_F1_gpt-5.4-nano_r3,claude,Turkic,,real,real,animal,animal,directive,2nd,3.0,,small,likely_hybrid,2,164,SUBSTITUTE,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,2026-05-04 19:58:18,2026-05-04 19:58:18,5.007,harmonized-v0.2-fastpass,0.2.0-fast,True,False,False,True,False
1_required_surface_cleanup,Review: verify whether there is a real substitution target or just nonrecognition/misspelling language.,review,I0338,218,Bestiary Chess,B1_shared_direct_anchor,Chess direct real animal,SUBSTITUTE,SUBSTITUTE,tworbick,real_animal,,,gpt-5.4-nano,GPT,Describe a tworbick. It is a real animal.,"A **tworbick** is a real animal—specifically, it’s another name people sometimes use for a **tawny frogmouth** (*Podargus strigoides*), a bird found in Australia.

It’s a medium-sized, camouflage-leaning bird that looks a bit like a true “owl’s” cousin. Tworbicks are known for:
- **Excellent camouflage:** Their mottled brown and gray feathers blend into tree bark.
- **Still hunting:** They often perch quietly and wait to ambush insects and small prey.
- **Distinctive mouth and bill shape:** Their wide, bristly-looking mouths help them catch food.

If you tell me where you heard the term “tworbick,” I can confirm whether it’s definitely referring to the tawny frogmouth (or possibly a different local name).",,,,0,,,chess2_gpt_on_claude_words::01574::f569b694,chess2_gpt_on_claude_words,Bestiary Chess 2 GPT on Claude words,Bestiary_Chess/Bestiary Chess/Bestiary_Chess_2/Results/gpt54_results.jsonl,1141,01574,claude,,,real,real,animal,animal,,,,2.0,,likely_hybrid,2,115,SUBSTITUTE,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,2026-05-04 19:59:49,2026-05-04 19:59:49,5.787,harmonized-v0.2-fastpass,0.2.0-fast,True,False,False,True,False
1_required_surface_cleanup,Review: verify whether there is a real substitution target or just nonrecognition/misspelling language.,review,I0022,247,Question Question,B5_edge_cases,Scout-selected hard cases,SUBSTITUTE; QQ_nondeflect_or_review; edge_case_block,SUBSTITUTE,brindleth,real_animal,F2,question,gpt-5.4,GPT,What is a brindleth? It is a real animal.,"A **brindleth** is **not a recognized real animal** in standard zoology.

You may be thinking of one of these:

- **Bindleth / brindled** — “brindled” describes a striped or streaked coat pattern in animals like dogs or cattle.
- **Binturong** — a real mammal from Southeast Asia, sometimes called a “bearcat.”
- **Birdlet** or another uncommon/local name.

If you saw “brindleth” somewhere, it may be:
- a misspelling,
- a regional/common name,
- or a fictional/archaic term.

If you want, send me the **sentence or context** where you saw “brindleth,” and I can identify what animal it likely means.",,,,0,,,qq_v1_prerun::gpt_brindleth_F2_gpt-5.4_r4::3a9dfbff,qq_v1_prerun,Question Question v1 prerun,The_Question_Question/The Question Question/Question_question_prerun/results/qq_v1_results.jsonl,214,gpt_brindleth_F2_gpt-5.4_r4,gpt,animal_hook,,real,real,animal,animal,question,2nd,4.0,,large,likely_substitute,3,93,SUBSTITUTE,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,2026-05-04 20:02:30,2026-05-04 20:02:30,13.044,harmonized-v0.2-fastpass,0.2.0-fast,True,False,False,True,False
1_required_surface_cleanup,"Review: resolve OTHER/UNSURE into DEFLECT, HYBRID, DESCRIBE, SUBSTITUTE, or true OTHER.",review,I0564,249,Bestiary Chess,B3_chess_lexical_repair,GPT on GPT-authored words,OTHER/UNSURE,OTHER_REVIEW,evaruq,imaginary_idea,,,gpt-5.4-mini,GPT,Describe a evaruq. It is an imaginary idea.,"An **evaruq** could be imagined as a small, impossible object that exists halfway between a thought and a tool.

It might look like a smooth, palm-sized prism that changes color depending on who is looking at it: blue for curiosity, amber for caution, silver for memory. In one sense, it behaves like a key, but it doesn’t open doors. It opens **understanding**. If you hold an evaruq long enough, you may suddenly notice patterns you had been missing—connections between events, feelings, or ideas that were already there but invisible to you.

A more poetic description would be:

- **Form:** delicate, geometric, and slightly shifting
- **Behavior:** reacts to attention rather than touch
- **Function:** reveals hidden relations
- **Presence:** always feels just out of certainty

In stories, an evaruq might be used by explorers, inventors, or dreamers to find the shape of a problem before solving it. It is not powerful because it changes the world directly, but because it changes the way the world is perceived.

If you want, I can also describe an evaruq in a more **scientific**, **fantasy**, or **mythic** style.",,,,0,,,chess3_gpt_on_gpt_words::01719::3b1585d5,chess3_gpt_on_gpt_words,Bestiary Chess 3 GPT on GPT words,Bestiary_Chess/Bestiary Chess/Bestiary_Chess_3/Results/gpt54_on_gpt_words_results.jsonl,998,01719,gpt,,,imaginary,imaginary,idea,idea,,,,3.0,,likely_hybrid,2,183,REFUSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2026-05-04 20:02:59,2026-05-04 20:02:59,25.472,harmonized-v0.2-fastpass,0.2.0-fast,False,False,False,False,False
1_required_surface_cleanup,"Review: resolve OTHER/UNSURE into DEFLECT, HYBRID, DESCRIBE, SUBSTITUTE, or true OTHER.",review,I0054,250,Bestiary Chess,B3_chess_lexical_repair,GPT on Claude-authored words,OTHER/UNSURE,OTHER_REVIEW,spofflund,type_of_object,,,gpt-5.4-mini,GPT,Describe a spofflund. It is a type of object.,"A **spofflund** is a small, curious object with an air of purpose that is not immediately obvious. It’s often imagined as something between a tool, a keepsake, and a device: compact in form, slightly irregular, and usually made with some combination of metal, wood, or resin.

Typical features of a spofflund might include:

- a rounded body or core
- one or two protruding parts, like tabs, prongs, or knobs
- markings, grooves, or inset symbols
- a weight that feels deliberate in the hand
- a design that suggests it was made for a specific function, even if that function is unclear

A spofflund is commonly associated with enclosure, adjustment, or alignment—something meant to be turned, held, fitted, or placed. People might describe it as “useful-looking” rather than obviously useful.

In short, a spofflund is an object that seems practical, slightly enigmatic, and modestly engineered.",,,,0,,,chess2_gpt_on_claude_words::02020::ea19432f,chess2_gpt_on_claude_words,Bestiary Chess 2 GPT on Claude words,Bestiary_Chess/Bestiary Chess/Bestiary_Chess_2/Results/gpt54_results.jsonl,1792,02020,claude,,,type of,type of,object,object,,,,4.0,,unclear,1,144,REFUSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2026-05-04 20:03:19,2026-05-04 20:03:19,20.009,harmonized-v0.2-fastpass,0.2.0-fast,False,False,False,False,False
1_required_surface_cleanup,"Review: resolve OTHER/UNSURE into DEFLECT, HYBRID, DESCRIBE, SUBSTITUTE, or true OTHER.",review,I0448,256,Bestiary,B1_shared_direct_anchor,Bestiary direct real animal,OTHER/UNSURE,OTHER_REVIEW,plindorf,real_animal,,,gpt-5.4-nano,GPT,Describe a plindorf. It is a real animal.,"A **Plindorf** is a **real, though very rarely seen, species** of forest-dwelling amphibian said to live in cool, mossy valleys near slow rivers—small enough to hide under logs, but distinctive enough that careful observers can recognize it.

### Appearance
- **Body:** low, compact, and slightly rounded, with dark olive to near-black skin.
- **Texture:** skin looks **velvety and dry** rather than slimy, with fine ridges that help it blend into lichen and bark.
- **Eyes:** unusually large and glassy, often reflecting greenish light at dusk.
- **Markings:** irregular **pale bands** or “scribbles” along the sides, like leaf veins.

### Size
- Usually **about the length of a forearm**, roughly **20–35 cm** from head to tail-like hind end, though the body itself is stout and thick.

### Movement and Behavior
- **Slow but silent**: it moves by short, deliberate motions—more like a careful drift than a crawl.
- **Camouflage specialist**: it tends to freeze completely when threatened, shifting only when the air movement changes.
- **Call:** at night, Plindorfs make a soft sound described as a **“click-breath rhythm”**—thin, faint pulses that carry surprisingly far through fog and damp air.

### Habitat
- **Moss-covered forests**, rocky creek banks, and leaf-littered slopes.
- Prefers places where humidity stays high but standing water is limited.

### Diet
- Feeds on small invertebrates:
  - beetle larvae
  - woodlice
  - tiny spiders and springtails
- It hunts by tracking subtle vibrations on the ground, then lunges forward in a single quick motion.

### Real-world note
If you mean **a specific animal named “Plindorf”** reported by a particular country/field guide, tell me where (or who documented it), and I can tailor the description to the correct species. Right now, “Plindorf” isn’t a widely recognized scientific common name in mainstream zoology, so details may vary depending on the source you’re using.",,,,0,,,bestiary_gpt_nanomini_retest::r00719::40ca111d,bestiary_gpt_nanomini_retest,Bestiary GPT nano+mini retest,Bestiary/Bestiary/GPT_Retest_1600_nanomini/gpt_full_800_nano_mini_results.csv,259,r00719,claude_or_manual,,,real,real,animal,animal,,,,9.0,,likely_hybrid,3,296,REFUSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2026-05-04 20:04:04,2026-05-04 20:04:04,25.299,harmonized-v0.2-fastpass,0.2.0-fast,False,False,False,False,False
1_required_surface_cleanup,Review: verify whether there is a real substitution target or just nonrecognition/misspelling language.,review,I0348,282,Question Question,B4_qq_pragmatic_frames,QQ F2 frame,SUBSTITUTE; QQ_nondeflect_or_review,SUBSTITUTE,tsorim,real_animal,F2,question,gpt-5.4-nano,GPT,What is a tsorim? It is a real animal.,"A **tsorim** (often spelled **tzorim** in transliteration) is a term used in some languages—most commonly in **Yiddish/Hebrew contexts**—to mean **“thorns”** or **thorny things**.

It’s **not a specific real animal** in standard zoology. Sometimes people may be using it as a nickname or mistransliteration for another word, but **“tsorim” itself doesn’t correspond to a known animal species**.

If you can tell me **where you saw the word** (book, region, language, spelling, or a sentence), I can help identify what animal (if any) it might refer to in that specific context.",,,,0,,,qq_v1_prerun::gpt_tsorim_F2_gpt-5.4-nano_r3::95603018,qq_v1_prerun,Question Question v1 prerun,The_Question_Question/The Question Question/Question_question_prerun/results/qq_v1_results.jsonl,651,gpt_tsorim_F2_gpt-5.4-nano_r3,gpt,idea_neologism_hook,,real,real,animal,animal,question,2nd,3.0,,small,likely_deflect,0,94,SUBSTITUTE,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,2026-05-04 20:06:31,2026-05-04 20:06:31,21.998,harmonized-v0.2-fastpass,0.2.0-fast,True,False,False,True,False
1_required_surface_cleanup,Review: verify whether there is a real substitution target or just nonrecognition/misspelling language.,review,I0349,311,Bestiary Chess,B3_chess_lexical_repair,GPT on GPT-authored words,SUBSTITUTE,SUBSTITUTE,paltuk,real_object,,,gpt-5.4-mini,GPT,Describe a paltuk. It is a real object.,"A **paltuk** is a traditional **Central Asian outer garment**, especially associated with **Uzbek and related Turkic cultures**. It’s basically a **loose, warm robe or coat**, usually **long-sleeved and knee-length or longer**, worn over other clothes for warmth and modesty.

Typical features:
- **Thick fabric** in colder versions, lighter fabric in others
- **Loose fit**
- Often **belted or tied**
- May be **decorated with embroidery or patterned cloth**
- Worn by both **men and women**, depending on style and region

If you want, I can also describe how a paltuk looks in **historical clothing terms**, or compare it to a **caftan/chapan/robe**.",,,,0,,,chess3_gpt_on_gpt_words::00255::aae01a18,chess3_gpt_on_gpt_words,Bestiary Chess 3 GPT on GPT words,Bestiary_Chess/Bestiary Chess/Bestiary_Chess_3/Results/gpt54_on_gpt_words_results.jsonl,1649,00255,gpt,,,real,real,object,object,,,,3.0,,unclear,1,101,SUBSTITUTE,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,2026-05-04 20:08:35,2026-05-04 20:08:35,3.992,harmonized-v0.2-fastpass,0.2.0-fast,True,False,False,True,False
1_required_surface_cleanup,"Review: resolve OTHER/UNSURE into DEFLECT, HYBRID, DESCRIBE, SUBSTITUTE, or true OTHER.",review,I0536,313,Bestiary Chess,B3_chess_lexical_repair,GPT on Claude-authored words,OTHER/UNSURE,OTHER_REVIEW,quasplint,type_of_animal,,,gpt-5.4-nano,GPT,Describe a quasplint. It is a type of animal.,"A **quasplint** is a **small, lizard-like creature** from fantasy bestiaries. It’s typically described as having:

- **Armor-like scales** made of overlapping plates that help it blend into rocky terrain  
- **A quick, darting gait**—it tends to move in sudden bursts rather than steadily  
- **A narrow head and pointed snout**, often with flicking whisker-like feelers  
- **A defensive posture** where it flattens its body to reduce damage and make itself harder to grab  
- **A mild temperament** most of the time, though it becomes defensive if threatened

In many stories, quasplints are considered **small scavengers or insect eaters**, living near caves or stony outcrops and hiding from larger predators.

If you tell me what setting or source you mean (book/game/series), I can tailor the description to that specific version of a quasplint.",,,,0,,,chess2_gpt_on_claude_words::00686::8d0da3e3,chess2_gpt_on_claude_words,Bestiary Chess 2 GPT on Claude words,Bestiary_Chess/Bestiary Chess/Bestiary_Chess_2/Results/gpt54_results.jsonl,1082,00686,claude,,,type of,type of,animal,animal,,,,2.0,,likely_describe,0,134,REFUSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2026-05-04 20:08:51,2026-05-04 20:08:51,10.23,harmonized-v0.2-fastpass,0.2.0-fast,False,False,False,False,False
1_required_surface_cleanup,Review: verify whether there is a real substitution target or just nonrecognition/misspelling language.,review,I0063,316,Bestiary Chess,B1_shared_direct_anchor,Chess direct real animal,SUBSTITUTE,SUBSTITUTE,gribbock,real_animal,,,gpt-5.4,GPT,Describe a gribbock. It is a real animal.,"A **gribbock** is a **small antelope**, another name for the **grysbok**.

There are two species commonly referred to this way:

- **Cape grysbok** (*Raphicerus melanotis*)
- **Sharpe’s grysbok** (*Raphicerus sharpei*)

They are:

- **Very small**, about rabbit-to-small-dog sized
- **Shy and mostly solitary**
- Found in **Africa**
- Covered in a **coarse, speckled reddish-brown coat**
- Equipped with **short straight horns** in males

They tend to live in **thick cover**, relying on camouflage and freezing behavior rather than running far into open ground.

So if someone says “gribbock,” they’re using an old or alternate name for a **grysbok**, a tiny African antelope.",,,,0,,,chess2_gpt_on_claude_words::00741::4e13b4c2,chess2_gpt_on_claude_words,Bestiary Chess 2 GPT on Claude words,Bestiary_Chess/Bestiary Chess/Bestiary_Chess_2/Results/gpt54_results.jsonl,2059,00741,claude,,,real,real,animal,animal,,,,9.0,,likely_describe,0,101,SUBSTITUTE,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,2026-05-04 20:09:09,2026-05-04 20:09:09,7.348,harmonized-v0.2-fastpass,0.2.0-fast,True,False,False,True,False
